"2022-23",,"1911.11729695726","2115.02800165714","2338.69883672845","2583.02814027376","2888.12424073095"
"",,,,,,
"","quantiles.10","5%","16.5%","50%","83.5%","95%"
"2018-19",,"1126.85176410414","1350.46929190912","1582.1658923122","1800.63306837485","1866.88350847261"
"2019-20",,"1207.36087326668","1402.72971907828","1663.52368842398","1909.83669944082","2086.88355439385"
"2020-21",,"1219.48131261126","1417.991624588","1680.11792669746","1923.6368662647","2127.5816362298"
"2021-22",,"1319.60391853549","1515.84062814836","1807.32969462469","2064.95406602823","2284.09604221612"
"2022-23",,"1428.85914720159","1650.57112405945","1953.88749890853","2238.34220596049","2468.57734689208"
"",,,,,,
"","quantiles.11","5%","16.5%","50%","83.5%","95%"
"2018-19",,"1519.11834440804","1542.97474479997","1602.60109246861","1726.53379392105","1784.99457206455"
"2019-20",,"1135.62865725391","1359.47769909446","1511.53477152517","1665.60455459479","1776.47693510108"
"2020-21",,"1161.56848334041","1326.99649188144","1577.18617362378","1815.5481240562","2012.97973840692"
"2021-22",,"1150.07878146385","1338.55958700775","1589.46066873059","1831.78986592167","2038.24388094999"
"2022-23",,"1244.8546594142","1434.78503751899","1710.19011101035","1976.72355367668","2181.67274482674"
"",,,,,,
"","quantiles.12","5%","16.5%","50%","83.5%","95%"
"2018-19",,"1172.26465439813","1217.87953833976","1355.0310458222","1448.3149660925","1505.25326752364"
"2019-20",,"1233.67562448783","1312.25476125017","1444.61219983282","1575.17718912144","1653.81319739882"
"2020-21",,"980.986187138887","1147.75969695389","1339.14929450273","1517.38565817325","1627.72312584189"
"2021-22",,"1002.29184623864","1163.85319538693","1393.62658163477","1631.28313979601","1824.64531472535"
"2022-23",,"1002.36746045085","1167.35535457596","1407.38944267554","1648.89290551203","1846.32705805142"
"",,,,,,
"","quantiles.elem","5%","16.5%","50%","83.5%","95%"
"2018-19",,"11257.1920182571","11400.9717972792","11556.0389417838","11700.223232106","11824.3509454978"
"2019-20",,"11072.1648043434","11256.2057178204","11477.9638624535","11694.5860479662","11856.1581113463"
"2020-21",,"10865.9406562382","11071.5365439126","11355.7987252406","11611.4930725304","11801.3770531009"
"2021-22",,"10733.6232630238","10970.3171142969","11280.2414622047","11562.3447595982","11761.9597074685"
"2022-23",,"10647.1500435374","10892.9400636101","11228.8431065003","11536.3868239007","11760.3122989736"
"",,,,,,
"","quantiles.midl","5%","16.5%","50%","83.5%","95%"
"2018-19",,"5419.21772637032","5478.96470300897","5553.50386394184","5622.16419597667","5671.01538423954"
"2019-20",,"5562.92265095313","5639.64748727822","5753.69706722324","5865.38344893296","5943.50508071879"
"2020-21",,"5627.76025345728","5721.0770546781","5860.20786801991","6007.03593700818","6108.21982445078"
"2021-22",,"5480.70778130729","5592.06212828067","5759.84045412876","5924.76211579595","6042.97688801331"
"2022-23",,"5421.75295751888","5541.74005707612","5711.90209115819","5904.97612117587","6033.57027377084"
"",,,,,,
"","quantiles.high","5%","16.5%","50%","83.5%","95%"
"2018-19",,"6109.98299467023","6331.09932089139","6639.17357716769","6925.27671030436","7160.82251948074"
"2019-20",,"6025.66931833991","6314.19398160215","6708.47929628712","7087.12197281114","7398.63916617439"
"2020-21",,"6074.64808702972","6384.76528542712","6839.03483004604","7319.82450185002","7653.44088437296"
"2021-22",,"6380.82784202247","6721.34649109395","7233.48758761266","7767.87880545835","8146.2416229892"
"2022-23",,"6524.97621378499","6896.55782075387","7423.38246915745","7979.33652909701","8373.38768363803"
"",,,,,,
"","quantiles.total","5%","16.5%","50%","83.5%","95%"
"2018-19",,"23128.7177173036","23383.6085485298","23739.4555199967","24076.8007387579","24324.8121263817"
"2019-20",,"23161.0900630635","23463.2456078081","23933.9765534714","24395.3471151913","24753.4944512912"
"2020-21",,"23120.9047384697","23496.2011101691","24053.1624452959","24620.7433209914","24983.8653490169"
"2021-22",,"23217.8042874456","23660.4501445738","24281.5796231513","24892.0425936207","25323.5302587088"
"2022-23",,"23249.7672727983","23700.6827840571","24374.7270953177","25027.3919701678","25530.1480874529"
"",,,,,,
