"","","5%","16.5%","50%","83.5%","95%"
"",,,,,,
"","quantiles.K","5%","16.5%","50%","83.5%","95%"
"2018-19",,"369.120593455926","390.567816387203","414.550943007257","453.584321888391","467.0505161085"
"2019-20",,"340.435268744542","360.215772005206","382.335107260359","418.335100392666","457.236205591403"
"2020-21",,"381.231029636044","389.422456221845","413.33525109228","452.254162586666","464.174100977505"
"2021-22",,"359.366308818683","367.087932997356","389.629258750223","426.316056203019","465.959312852288"
"2022-23",,"353.424849745923","373.960093989507","396.923410240086","434.297012013372","445.74365873281"
"",,,,,,
"","quantiles.1","5%","16.5%","50%","83.5%","95%"
"2018-19",,"322.279781131526","324.032734131569","353.921148564716","372.126609489735","408.278503734108"
"2019-20",,"349.849073976906","372.454835002328","407.58814943841","451.849616885938","486.979054131486"
"2020-21",,"322.661389342337","343.154612584737","374.208338833901","417.757825996257","445.825126521488"
"2021-22",,"348.823123613337","370.050173200232","404.410018581564","451.630082158116","481.97310975296"
"2022-23",,"328.817091523749","349.896484607785","383.095652118052","426.022211080408","457.703187240883"
"",,,,,,
"","quantiles.2","5%","16.5%","50%","83.5%","95%"
"2018-19",,"250.798526064029","300.421297950505","313.086676941305","335.979213416837","343.669044542654"
"2019-20",,"289.841009842329","317.998903602923","346.869574264746","378.584197695483","400.121757110808"
"2020-21",,"325.45222591785","356.420193211439","399.167396156872","446.618364378915","486.268506877331"
"2021-22",,"300.539555402416","327.533113143525","366.32434706486","411.933125555798","445.757412645021"
"2022-23",,"327.287983668462","355.252644737949","396.614148062065","447.395116474077","482.934118666615"
"",,,,,,
"","quantiles.3","5%","16.5%","50%","83.5%","95%"
"2018-19",,"320.612416969002","374.411127762678","395.172354625873","427.841050626299","437.62891225058"
"2019-20",,"244.712701435607","275.596016674153","304.167637496837","331.041294607707","351.046612076349"
"2020-21",,"266.507744034884","297.38731623111","335.079875637855","373.915901657706","399.803238158403"
"2021-22",,"300.790123714679","336.048825674937","384.990920386848","438.670652063432","481.401489820848"
"2022-23",,"280.611580776621","309.969784260372","353.562053187715","404.053390486703","441.554520160944"
"",,,,,,
"","quantiles.4","5%","16.5%","50%","83.5%","95%"
"2018-19",,"293.446229762255","364.143060385555","386.695234012666","410.140624207152","431.533170128134"
"2019-20",,"291.159545221228","332.444391059368","369.897315541807","405.627210783963","426.872752127584"
"2020-21",,"218.69049808872","249.386595081576","286.888867390891","318.883512342156","341.326955964349"
"2021-22",,"237.632298154663","270.582096693068","316.563291339846","359.401287414145","388.19628735703"
"2022-23",,"268.377462794061","307.9455653862","362.539931496499","420.588930359597","464.920074948805"
"",,,,,,
"","quantiles.5","5%","16.5%","50%","83.5%","95%"
"2018-19",,"276.023718988901","357.330310445787","392.785645896657","408.195482469102","458.74981827935"
"2019-20",,"275.891965178217","332.740691464748","377.958964771888","410.640364462806","440.737764342833"
"2020-21",,"264.74197815825","308.015754457836","361.36344429006","404.719709521764","437.248894113466"
"2021-22",,"197.274520937314","231.958460778515","279.921520737639","318.999509784264","344.997509752428"
"2022-23",,"216.49174129791","253.158684718449","308.232770889273","358.039844146875","391.852572908685"
"",,,,,,
"","quantiles.6","5%","16.5%","50%","83.5%","95%"
"2018-19",,"280.336349536877","322.834623771244","375.068745267138","410.41449600846","436.86085561892"
"2019-20",,"282.292359232316","329.722708394459","389.048862131719","431.349184601204","469.135599810656"
"2020-21",,"264.145033691284","307.727589605883","374.416440913313","427.061726281598","464.162098947702"
"2021-22",,"249.331647835991","290.280115564953","357.982775069811","415.463099364772","460.672746505128"
"2022-23",,"188.097657022648","221.958455778174","276.578227041384","325.759392764639","361.552526450194"
"",,,,,,
"","quantiles.7","5%","16.5%","50%","83.5%","95%"
"2018-19",,"259.552019204714","322.104191152084","353.731791959787","383.707023794468","439.193029180634"
"2019-20",,"281.129863059342","325.895279512999","381.043659071251","431.657055680496","471.647122775959"
"2020-21",,"276.316358232562","319.733118401375","393.843297709517","453.494965269163","501.617943339564"
"2021-22",,"256.425681911338","303.19543756818","378.049236032268","444.47459093562","500.931659795188"
"2022-23",,"243.271590428888","286.511619491374","361.654506230375","433.683541398083","490.934097694887"
"",,,,,,
"","quantiles.8","5%","16.5%","50%","83.5%","95%"
"2018-19",,"230.362677818134","303.769315225012","322.995355361346","360.775446182475","384.346610732481"
"2019-20",,"251.347999582888","312.918593303867","352.419225256322","405.292790407418","438.167565824117"
"2020-21",,"261.147059649447","309.965504809557","379.137231851449","445.930165725835","499.692976666034"
"2021-22",,"261.317324934205","310.000116751951","392.203183392145","467.403323997074","522.621509940889"
"2022-23",,"239.110489499868","293.115894356913","374.886827375454","456.245663764937","517.013719362645"
"",,,,,,
"","quantiles.9","5%","16.5%","50%","83.5%","95%"
"2018-19",,"478.15312507778","486.32781280292","505.502544035196","533.965334830102","627.915674973865"
"2019-20",,"362.488067164093","429.734582591688","466.181047920975","531.442937490981","571.306610070826"
"2020-21",,"362.770989763532","445.64273315836","506.042600801789","589.67328269462","657.60985291549"
"2021-22",,"372.622969294047","446.058911801522","546.421379348761","649.754947847653","735.029709823674"
"2022-23",,"373.018858498742","445.258773144194","564.162613551634","677.964117405322","769.215984234423"
"",,,,,,
"","quantiles.10","5%","16.5%","50%","83.5%","95%"
"2018-19",,"331.756071968479","413.001578153701","446.419162723851","455.882763240924","489.921853265341"
"2019-20",,"373.332438462736","436.525887444075","472.488635736162","515.093275758399","551.319887079899"
"2020-21",,"315.345778327577","383.506796363784","433.937321408824","497.782392096416","545.082037477977"
